datetime,count
1/24/2011 22:00,13.25109489
1/24/2011 23:00,13.25109489
1/25/2011 0:00,13.25109489
1/25/2011 1:00,13.25109489
1/25/2011 2:00,13.25109489
1/25/2011 4:00,12.94452555
1/25/2011 5:00,1.013138686
1/25/2011 6:00,1
1/25/2011 7:00,1
1/25/2011 8:00,1
1/25/2011 9:00,1
1/25/2011 10:00,1
1/25/2011 11:00,1
1/25/2011 12:00,1
1/25/2011 13:00,1
1/25/2011 14:00,1
1/25/2011 15:00,1
1/25/2011 16:00,1
1/25/2011 17:00,1
1/25/2011 18:00,1
1/25/2011 19:00,1.013138686
1/25/2011 20:00,12.94452555
1/25/2011 21:00,13.25109489
1/25/2011 22:00,13.25109489
1/25/2011 23:00,13.25109489
1/26/2011 0:00,13.25109489
1/26/2011 1:00,13.25109489
1/26/2011 2:00,13.25109489
1/26/2011 5:00,1.013138686
1/26/2011 6:00,1
1/26/2011 7:00,1
1/26/2011 8:00,1
1/26/2011 9:00,1
1/26/2011 10:00,1
1/26/2011 11:00,1
1/26/2011 12:00,1
1/26/2011 13:00,1
1/26/2011 14:00,1
1/26/2011 15:00,1
1/26/2011 16:00,1
1/26/2011 17:00,1
1/27/2011 16:00,1
1/27/2011 17:00,1
1/27/2011 18:00,1
1/27/2011 19:00,1.013138686
1/27/2011 20:00,12.94452555
1/27/2011 21:00,13.25109489
1/27/2011 22:00,13.25109489
1/27/2011 23:00,13.25109489
1/28/2011 0:00,13.25109489
1/28/2011 1:00,13.25109489
1/28/2011 2:00,13.25109489
1/28/2011 3:00,13.25109489
1/28/2011 5:00,1.013138686
1/28/2011 6:00,1
1/28/2011 7:00,1
1/28/2011 8:00,1
1/28/2011 9:00,1
1/28/2011 10:00,1
1/28/2011 11:00,1
1/28/2011 12:00,1
1/28/2011 13:00,1
1/28/2011 14:00,1
1/28/2011 15:00,1
1/28/2011 16:00,1
1/28/2011 17:00,1
1/28/2011 18:00,1
1/28/2011 19:00,1.013138686
1/28/2011 20:00,12.94452555
1/28/2011 21:00,13.25109489
1/28/2011 22:00,13.25109489
1/28/2011 23:00,13.25109489
1/29/2011 0:00,13.25109489
1/29/2011 1:00,13.25109489
1/29/2011 2:00,13.25109489
1/29/2011 3:00,13.25109489
1/29/2011 4:00,12.94452555
1/29/2011 6:00,1
1/29/2011 7:00,1
1/29/2011 8:00,1
1/29/2011 9:00,1
1/29/2011 10:00,1
1/29/2011 11:00,1
1/29/2011 12:00,1
1/29/2011 13:00,1
1/29/2011 14:00,1
1/29/2011 15:00,1
1/29/2011 16:00,1
1/29/2011 17:00,1
1/29/2011 18:00,1
1/29/2011 19:00,1.013138686
1/29/2011 20:00,12.94452555
1/29/2011 21:00,13.25109489
1/29/2011 22:00,13.25109489
1/29/2011 23:00,13.25109489
1/30/2011 0:00,13.25109489
1/30/2011 1:00,13.29781022
1/30/2011 2:00,13.29781022
1/30/2011 3:00,13.29781022
1/30/2011 4:00,12.98978102
1/30/2011 5:00,1.02919708
1/30/2011 7:00,1
1/30/2011 8:00,1
1/30/2011 9:00,1
1/30/2011 10:00,1
1/30/2011 11:00,1
1/30/2011 12:00,1
1/30/2011 13:00,1
1/30/2011 14:00,1
1/30/2011 15:00,1
1/30/2011 16:00,1
1/30/2011 17:00,1
1/30/2011 18:00,1
1/30/2011 19:00,1.013138686
1/30/2011 20:00,12.94452555
1/30/2011 21:00,13.25109489
1/30/2011 22:00,13.25109489
1/30/2011 23:00,13.25109489
1/31/2011 0:00,13.25109489
1/31/2011 1:00,13.25109489
1/31/2011 2:00,13.25109489
1/31/2011 3:00,13.25109489
1/31/2011 4:00,12.94452555
1/31/2011 5:00,1.013138686
1/31/2011 6:00,1
1/31/2011 7:00,1
1/31/2011 8:00,1
1/31/2011 9:00,1
1/31/2011 10:00,1
1/31/2011 11:00,1
1/31/2011 12:00,1
1/31/2011 13:00,1
1/31/2011 14:00,1
1/31/2011 15:00,1
1/31/2011 16:00,1
1/31/2011 17:00,1
1/31/2011 18:00,1
1/31/2011 19:00,1.013138686
1/31/2011 20:00,12.94452555
1/31/2011 21:00,13.25109489
1/31/2011 22:00,13.25109489
1/31/2011 23:00,13.25109489
2/20/2011 0:00,13.25109489
2/20/2011 1:00,13.25109489
2/20/2011 2:00,13.25109489
2/20/2011 3:00,13.25109489
2/20/2011 4:00,12.94452555
2/20/2011 6:00,1
2/20/2011 7:00,1
2/20/2011 8:00,1
2/20/2011 9:00,1
2/20/2011 10:00,1
2/20/2011 11:00,1
2/20/2011 12:00,1
2/20/2011 13:00,1
2/20/2011 14:00,1
2/20/2011 15:00,1
2/20/2011 16:00,1
2/20/2011 17:00,1
2/20/2011 18:00,1
2/20/2011 19:00,1.013138686
2/20/2011 20:00,12.98978102
2/20/2011 21:00,13.29781022
2/20/2011 22:00,13.25109489
2/20/2011 23:00,13.25109489
2/21/2011 0:00,13.25109489
2/21/2011 1:00,13.25109489
2/21/2011 2:00,13.25109489
2/21/2011 3:00,13.25109489
2/21/2011 4:00,12.94452555
2/21/2011 5:00,1.02919708
2/21/2011 6:00,1
2/21/2011 7:00,1
2/21/2011 8:00,1
2/21/2011 9:00,1
2/21/2011 10:00,1
2/21/2011 11:00,1
2/21/2011 12:00,1
2/21/2011 13:00,1
2/21/2011 14:00,1
2/21/2011 15:00,1
2/21/2011 16:00,1
2/21/2011 17:00,1
2/21/2011 18:00,1
2/21/2011 19:00,1.013138686
2/21/2011 20:00,12.94452555
2/21/2011 21:00,13.25109489
2/21/2011 22:00,13.25109489
2/21/2011 23:00,13.25109489
2/22/2011 6:00,1
2/22/2011 7:00,1
2/22/2011 8:00,1
2/22/2011 9:00,1
2/22/2011 10:00,1
2/22/2011 11:00,1
2/22/2011 12:00,1
2/22/2011 13:00,1
2/22/2011 14:00,1
2/22/2011 15:00,1
2/22/2011 16:00,1
2/22/2011 17:00,1
2/22/2011 18:00,1
2/22/2011 19:00,1.013138686
2/22/2011 20:00,12.94452555
2/22/2011 21:00,13.25109489
2/22/2011 22:00,13.25109489
2/22/2011 23:00,13.25109489
2/23/2011 0:00,13.25109489
2/23/2011 1:00,13.25109489
2/23/2011 2:00,13.25109489
2/23/2011 3:00,13.25109489
2/23/2011 5:00,1.013138686
2/23/2011 6:00,1
2/23/2011 7:00,1
2/23/2011 8:00,1
2/23/2011 9:00,1
2/23/2011 10:00,1
2/23/2011 11:00,1
2/23/2011 12:00,1
2/23/2011 13:00,1
2/23/2011 14:00,1
2/23/2011 15:00,1
2/23/2011 16:00,1
2/23/2011 17:00,1
2/23/2011 18:00,1
2/23/2011 19:00,1.02919708
2/23/2011 20:00,12.94452555
2/23/2011 21:00,13.29781022
2/23/2011 22:00,13.29781022
2/23/2011 23:00,13.25109489
2/24/2011 0:00,13.25109489
2/24/2011 1:00,13.25109489
2/24/2011 2:00,13.25109489
2/24/2011 3:00,13.25109489
2/24/2011 5:00,1.013138686
2/24/2011 6:00,1
2/24/2011 7:00,1
2/24/2011 8:00,1
2/24/2011 9:00,1
2/24/2011 10:00,1
2/24/2011 11:00,1
2/24/2011 12:00,1
2/24/2011 13:00,1
2/24/2011 14:00,1
2/24/2011 15:00,1
2/24/2011 16:00,1
2/24/2011 17:00,1
2/24/2011 18:00,1
2/24/2011 19:00,1.013138686
2/24/2011 20:00,12.94452555
2/24/2011 21:00,13.25109489
2/24/2011 22:00,13.25109489
2/24/2011 23:00,13.25109489
2/25/2011 0:00,13.29781022
2/25/2011 1:00,13.29781022
2/25/2011 2:00,13.29781022
2/25/2011 3:00,13.25109489
2/25/2011 5:00,1.013138686
2/25/2011 6:00,1
2/25/2011 7:00,1
2/25/2011 8:00,1
2/25/2011 9:00,1
2/25/2011 10:00,1
2/25/2011 11:00,1
2/25/2011 12:00,1
2/25/2011 13:00,1
2/25/2011 14:00,1
2/25/2011 15:00,1
2/25/2011 16:00,1
2/25/2011 17:00,1
2/25/2011 18:00,1
2/25/2011 19:00,1.013138686
2/25/2011 20:00,12.94452555
2/25/2011 21:00,13.25109489
2/25/2011 22:00,13.25109489
2/25/2011 23:00,13.25109489
2/26/2011 0:00,13.25109489
2/26/2011 1:00,13.25109489
2/26/2011 2:00,13.25109489
2/26/2011 3:00,13.25109489
2/26/2011 4:00,12.94452555
2/26/2011 5:00,1.013138686
2/26/2011 6:00,1
2/26/2011 7:00,1
2/26/2011 8:00,1
2/26/2011 9:00,1
2/26/2011 10:00,1
2/26/2011 11:00,1
2/26/2011 12:00,1
2/26/2011 13:00,1
2/26/2011 14:00,1
2/26/2011 15:00,1
2/26/2011 16:00,1
2/26/2011 17:00,1
2/26/2011 18:00,1
2/26/2011 19:00,1.013138686
2/26/2011 20:00,12.94452555
2/26/2011 21:00,13.25109489
2/26/2011 22:00,13.25109489
2/26/2011 23:00,13.25109489
2/27/2011 0:00,13.25109489
2/27/2011 1:00,13.25109489
2/27/2011 2:00,13.25109489
2/27/2011 3:00,13.25109489
2/27/2011 4:00,12.94452555
2/27/2011 6:00,1
2/27/2011 7:00,1
2/27/2011 8:00,1
2/27/2011 9:00,1
2/27/2011 10:00,1
2/27/2011 11:00,1
2/27/2011 12:00,1
2/27/2011 13:00,1
2/27/2011 14:00,1
2/27/2011 15:00,1
2/27/2011 16:00,1
2/27/2011 17:00,1
2/27/2011 18:00,1
2/27/2011 19:00,1.013138686
2/27/2011 20:00,12.94452555
2/27/2011 21:00,13.25109489
2/27/2011 22:00,13.25109489
2/27/2011 23:00,13.25109489
2/28/2011 0:00,13.25109489
2/28/2011 1:00,13.25109489
2/28/2011 3:00,13.25109489
2/28/2011 5:00,1.02919708
2/28/2011 6:00,1
2/28/2011 7:00,1
2/28/2011 8:00,1
2/28/2011 9:00,1
2/28/2011 10:00,1
2/28/2011 11:00,1
2/28/2011 12:00,1
2/28/2011 13:00,1
2/28/2011 14:00,1
2/28/2011 15:00,1
2/28/2011 16:00,1
2/28/2011 17:00,1
2/28/2011 18:00,1
2/28/2011 19:00,1.013138686
2/28/2011 20:00,12.94452555
2/28/2011 21:00,13.25109489
2/28/2011 22:00,13.25109489
2/28/2011 23:00,13.25109489
3/20/2011 0:00,13.25109489
3/20/2011 1:00,13.25109489
3/20/2011 2:00,13.25109489
3/20/2011 3:00,13.25109489
3/20/2011 4:00,12.94452555
3/20/2011 5:00,1.013138686
3/20/2011 6:00,1
3/20/2011 7:00,1
3/20/2011 8:00,1
3/20/2011 9:00,1
3/20/2011 10:00,1
3/20/2011 11:00,1
3/20/2011 12:00,1
3/20/2011 13:00,1
3/20/2011 14:00,1
3/20/2011 15:00,1
3/20/2011 16:00,1
3/20/2011 17:00,1
3/20/2011 18:00,1
3/20/2011 19:00,1.013138686
3/20/2011 20:00,12.94452555
3/20/2011 21:00,13.25109489
3/20/2011 22:00,13.25109489
3/20/2011 23:00,13.25109489
3/21/2011 0:00,13.25109489
3/21/2011 1:00,13.25109489
3/21/2011 2:00,13.25109489
3/21/2011 3:00,13.25109489
3/21/2011 5:00,1.013138686
3/21/2011 6:00,1
3/21/2011 7:00,1
3/21/2011 8:00,1
3/21/2011 9:00,1
3/21/2011 10:00,1
3/21/2011 11:00,1
3/21/2011 12:00,1
3/21/2011 13:00,1
3/21/2011 14:00,1
3/21/2011 15:00,1
3/21/2011 16:00,1
3/21/2011 17:00,1
3/21/2011 18:00,1
3/21/2011 19:00,1.013138686
3/21/2011 20:00,12.94452555
3/21/2011 21:00,13.25109489
3/21/2011 22:00,13.25109489
3/21/2011 23:00,13.25109489
3/22/2011 0:00,13.25109489
3/22/2011 1:00,13.25109489
3/22/2011 2:00,13.25109489
3/22/2011 3:00,13.25109489
3/22/2011 4:00,12.94452555
3/22/2011 5:00,1.013138686
3/22/2011 6:00,1
3/22/2011 7:00,1
3/22/2011 8:00,1
3/22/2011 9:00,1
3/22/2011 10:00,1
3/22/2011 11:00,1
3/22/2011 12:00,1
3/22/2011 13:00,1
3/22/2011 14:00,1
3/22/2011 15:00,1
3/22/2011 16:00,1
3/22/2011 17:00,1
3/22/2011 18:00,1
3/22/2011 19:00,1.013138686
3/22/2011 20:00,12.94452555
3/22/2011 21:00,13.25109489
3/22/2011 22:00,13.25109489
3/22/2011 23:00,13.25109489
3/23/2011 0:00,13.25109489
3/23/2011 1:00,13.25109489
3/23/2011 2:00,13.25109489
3/23/2011 3:00,13.25109489
3/23/2011 5:00,1.013138686
3/23/2011 6:00,1
3/23/2011 7:00,1
3/23/2011 8:00,1
3/23/2011 9:00,1
3/23/2011 10:00,1
3/23/2011 11:00,1
3/23/2011 12:00,1
3/23/2011 13:00,1
3/23/2011 14:00,1
3/23/2011 15:00,1
3/23/2011 16:00,1
3/23/2011 17:00,1
3/23/2011 18:00,1
3/23/2011 19:00,1.013138686
3/23/2011 20:00,12.94452555
3/23/2011 21:00,13.25109489
3/23/2011 22:00,13.25109489
3/23/2011 23:00,13.29781022
3/24/2011 0:00,13.25109489
3/24/2011 1:00,13.25109489
3/24/2011 2:00,13.25109489
3/24/2011 3:00,13.25109489
3/24/2011 4:00,12.94452555
3/24/2011 5:00,1.013138686
3/24/2011 6:00,1
3/24/2011 7:00,1
3/24/2011 8:00,1
3/24/2011 9:00,1
3/24/2011 10:00,1
3/24/2011 11:00,1
3/24/2011 12:00,1
3/24/2011 13:00,1
3/24/2011 14:00,1
3/24/2011 15:00,1
3/24/2011 16:00,1
3/24/2011 17:00,1
3/24/2011 18:00,1
3/24/2011 19:00,1.013138686
3/24/2011 20:00,12.94452555
3/24/2011 21:00,13.25109489
3/24/2011 22:00,13.25109489
3/24/2011 23:00,13.25109489
3/25/2011 0:00,13.25109489
3/25/2011 1:00,13.25109489
3/25/2011 2:00,13.25109489
3/25/2011 3:00,13.25109489
3/25/2011 4:00,12.94452555
3/25/2011 5:00,1.013138686
3/25/2011 6:00,1
3/25/2011 7:00,1
3/25/2011 8:00,1
3/25/2011 9:00,1
3/25/2011 10:00,1
3/25/2011 11:00,1
3/25/2011 12:00,1
3/25/2011 13:00,1
3/25/2011 14:00,1
3/25/2011 15:00,1
3/25/2011 16:00,1
3/25/2011 17:00,1
3/25/2011 18:00,1
3/25/2011 19:00,1.013138686
3/25/2011 20:00,12.94452555
3/25/2011 21:00,13.25109489
3/25/2011 22:00,13.25109489
3/25/2011 23:00,13.25109489
3/26/2011 0:00,13.25109489
3/26/2011 1:00,13.25109489
3/26/2011 2:00,13.25109489
3/26/2011 3:00,13.25109489
3/26/2011 4:00,12.94452555
3/26/2011 5:00,1.013138686
3/26/2011 6:00,1
3/26/2011 7:00,1
3/26/2011 8:00,1
3/26/2011 9:00,1
3/26/2011 10:00,1
3/26/2011 11:00,1
3/26/2011 12:00,1
3/26/2011 13:00,1
3/26/2011 14:00,1
3/26/2011 15:00,1
3/26/2011 16:00,1
3/26/2011 17:00,1
3/26/2011 18:00,1
3/26/2011 19:00,1.013138686
3/26/2011 20:00,12.94452555
3/26/2011 21:00,13.25109489
3/26/2011 22:00,13.25109489
3/26/2011 23:00,13.25109489
3/27/2011 0:00,13.25109489
3/27/2011 1:00,13.25109489
3/27/2011 2:00,13.25109489
3/27/2011 3:00,13.25109489
3/27/2011 4:00,12.94452555
3/27/2011 6:00,1
3/27/2011 7:00,1
3/27/2011 8:00,1
3/27/2011 9:00,1
3/27/2011 10:00,1
3/27/2011 11:00,1
3/27/2011 12:00,1
3/27/2011 13:00,1
3/27/2011 14:00,1
3/27/2011 15:00,1
3/27/2011 16:00,1
3/27/2011 17:00,1
3/27/2011 18:00,1
3/27/2011 19:00,1.013138686
3/27/2011 20:00,12.94452555
3/27/2011 21:00,13.25109489
3/27/2011 22:00,13.25109489
3/27/2011 23:00,13.25109489
3/28/2011 0:00,13.25109489
3/28/2011 1:00,13.25109489
3/28/2011 2:00,13.25109489
3/28/2011 3:00,13.25109489
3/28/2011 5:00,1.013138686
3/28/2011 6:00,1
3/28/2011 7:00,1
3/28/2011 8:00,1
3/28/2011 9:00,1
3/28/2011 10:00,1
3/28/2011 11:00,1
3/28/2011 12:00,1
3/28/2011 13:00,1
3/28/2011 14:00,1
3/28/2011 15:00,1
3/28/2011 16:00,1
3/28/2011 17:00,1
3/28/2011 18:00,1
3/28/2011 19:00,1.013138686
3/28/2011 20:00,12.94452555
3/28/2011 21:00,13.25109489
3/28/2011 22:00,13.25109489
3/28/2011 23:00,13.25109489
3/29/2011 0:00,13.25109489
3/29/2011 1:00,13.25109489
3/29/2011 2:00,13.25109489
3/29/2011 3:00,13.25109489
3/29/2011 4:00,12.94452555
3/29/2011 5:00,1.013138686
3/29/2011 6:00,1
3/29/2011 7:00,1
3/29/2011 8:00,1
3/29/2011 9:00,1
3/29/2011 10:00,1
3/29/2011 11:00,1
3/29/2011 12:00,1
3/29/2011 13:00,1
3/29/2011 14:00,1
3/29/2011 15:00,1
3/29/2011 16:00,1
3/29/2011 17:00,1
3/29/2011 18:00,1
3/29/2011 19:00,1.013138686
3/29/2011 20:00,12.94452555
3/29/2011 21:00,13.29781022
3/29/2011 22:00,13.29781022
3/29/2011 23:00,13.25109489
3/30/2011 0:00,13.29781022
3/30/2011 1:00,13.29781022
3/30/2011 2:00,13.29781022
3/30/2011 3:00,13.29781022
3/30/2011 4:00,12.98978102
3/30/2011 5:00,1.013138686
3/30/2011 6:00,1
3/30/2011 7:00,1
3/30/2011 8:00,1
3/30/2011 9:00,1
3/30/2011 10:00,1
3/30/2011 11:00,1
3/30/2011 12:00,1
3/30/2011 13:00,1
3/30/2011 14:00,1
3/30/2011 15:00,1
3/30/2011 16:00,1
3/30/2011 17:00,1
3/30/2011 18:00,1
3/30/2011 19:00,1.013138686
3/30/2011 20:00,12.94452555
3/30/2011 21:00,13.25109489
3/30/2011 22:00,13.25109489
3/30/2011 23:00,13.25109489
3/31/2011 0:00,13.25109489
3/31/2011 1:00,13.25109489
3/31/2011 2:00,13.25109489
3/31/2011 3:00,13.25109489
3/31/2011 4:00,12.94452555
3/31/2011 5:00,1.013138686
3/31/2011 6:00,1
3/31/2011 7:00,1
3/31/2011 8:00,1
3/31/2011 9:00,1
3/31/2011 10:00,1
3/31/2011 11:00,1
3/31/2011 12:00,1
3/31/2011 13:00,1
3/31/2011 14:00,1
3/31/2011 15:00,1
3/31/2011 16:00,1
3/31/2011 17:00,1
3/31/2011 18:00,1
3/31/2011 19:00,1.013138686
3/31/2011 20:00,12.94452555
3/31/2011 21:00,13.25109489
3/31/2011 22:00,13.25109489
3/31/2011 23:00,13.25109489
4/20/2011 0:00,13.25109489
4/20/2011 1:00,13.25109489
4/20/2011 2:00,13.25109489
4/20/2011 3:00,13.29781022
4/20/2011 4:00,12.94452555
4/20/2011 5:00,1.013138686
4/20/2011 6:00,1
4/20/2011 7:00,1
4/20/2011 8:00,1
4/20/2011 9:00,1
4/20/2011 10:00,1
4/20/2011 11:00,1
4/20/2011 12:00,1
4/20/2011 13:00,1
4/20/2011 14:00,1
4/20/2011 15:00,1
4/20/2011 16:00,1
4/20/2011 17:00,1
4/20/2011 18:00,1
4/20/2011 19:00,1.013138686
4/20/2011 20:00,12.94452555
4/20/2011 21:00,13.25109489
4/20/2011 22:00,13.25109489
4/20/2011 23:00,13.25109489
4/21/2011 0:00,13.25109489
4/21/2011 1:00,13.25109489
4/21/2011 2:00,13.25109489
4/21/2011 3:00,13.25109489
4/21/2011 4:00,12.94452555
4/21/2011 5:00,1.013138686
4/21/2011 6:00,1
4/21/2011 7:00,1
4/21/2011 8:00,1
4/21/2011 9:00,1
4/21/2011 10:00,1
4/21/2011 11:00,1
4/21/2011 12:00,1
4/21/2011 13:00,1
4/21/2011 14:00,1
4/21/2011 15:00,1
4/21/2011 16:00,1
4/21/2011 17:00,1
4/21/2011 18:00,1
4/21/2011 19:00,1.013138686
4/21/2011 20:00,12.94452555
4/21/2011 21:00,13.25109489
4/21/2011 22:00,13.25109489
4/21/2011 23:00,13.25109489
4/22/2011 0:00,13.25109489
4/22/2011 1:00,13.25109489
4/22/2011 2:00,13.25109489
4/22/2011 3:00,13.25109489
4/22/2011 4:00,12.94452555
4/22/2011 5:00,1.013138686
4/22/2011 6:00,1
4/22/2011 7:00,1
4/22/2011 8:00,1
4/22/2011 9:00,1
4/22/2011 10:00,1
4/22/2011 11:00,1
4/22/2011 12:00,1
4/22/2011 13:00,1
4/22/2011 14:00,1
4/22/2011 15:00,1
4/22/2011 16:00,1
4/22/2011 17:00,1
4/22/2011 18:00,1
4/22/2011 19:00,1.013138686
4/22/2011 20:00,12.94452555
4/22/2011 21:00,13.25109489
4/22/2011 22:00,13.25109489
4/22/2011 23:00,13.25109489
4/23/2011 0:00,13.25109489
4/23/2011 1:00,13.25109489
4/23/2011 2:00,13.25109489
4/23/2011 3:00,13.25109489
4/23/2011 4:00,12.98978102
4/23/2011 5:00,1.02919708
4/23/2011 6:00,1
4/23/2011 7:00,1
4/23/2011 8:00,1
4/23/2011 9:00,1
4/23/2011 10:00,1
4/23/2011 11:00,1
4/23/2011 12:00,1
4/23/2011 13:00,1
4/23/2011 14:00,1
4/23/2011 15:00,1
4/23/2011 16:00,1
4/23/2011 17:00,1
4/23/2011 18:00,1
4/23/2011 19:00,1.013138686
4/23/2011 20:00,12.94452555
4/23/2011 21:00,13.25109489
4/23/2011 22:00,13.25109489
4/23/2011 23:00,13.25109489
4/24/2011 0:00,13.25109489
4/24/2011 1:00,13.25109489
4/24/2011 2:00,13.25109489
4/24/2011 3:00,13.25109489
4/24/2011 4:00,12.94452555
4/24/2011 5:00,1.013138686
4/24/2011 6:00,1
4/24/2011 7:00,1
4/24/2011 8:00,1
4/24/2011 9:00,1
4/24/2011 10:00,1
4/24/2011 11:00,1
4/24/2011 12:00,1
4/24/2011 13:00,1
4/24/2011 14:00,1
4/24/2011 15:00,1
4/24/2011 16:00,1
4/24/2011 17:00,1
4/24/2011 18:00,1
4/24/2011 19:00,1.013138686
4/24/2011 20:00,12.94452555
4/24/2011 21:00,13.25109489
4/24/2011 22:00,13.25109489
4/24/2011 23:00,13.25109489
4/25/2011 0:00,13.29781022
4/25/2011 1:00,13.25109489
4/25/2011 2:00,13.25109489
4/25/2011 3:00,13.25109489
4/25/2011 4:00,12.98978102
4/25/2011 5:00,1.02919708
4/25/2011 6:00,1
4/25/2011 7:00,1
4/25/2011 8:00,1
4/25/2011 9:00,1
4/25/2011 10:00,1
4/25/2011 11:00,1
4/25/2011 12:00,1
4/25/2011 13:00,1
4/25/2011 14:00,1
4/25/2011 15:00,1
4/25/2011 16:00,1
4/25/2011 17:00,1
4/25/2011 18:00,1
4/25/2011 19:00,1.013138686
4/25/2011 20:00,12.94452555
4/25/2011 21:00,13.25109489
4/25/2011 22:00,13.25109489
4/25/2011 23:00,13.25109489
4/26/2011 0:00,13.25109489
4/26/2011 1:00,13.25109489
4/26/2011 2:00,13.25109489
4/26/2011 3:00,13.25109489
4/26/2011 4:00,12.94452555
4/26/2011 5:00,1.013138686
4/26/2011 6:00,1
4/26/2011 7:00,1
4/26/2011 8:00,1
4/26/2011 9:00,1
4/26/2011 10:00,1
4/26/2011 11:00,1
4/26/2011 12:00,1
4/26/2011 13:00,1
4/26/2011 14:00,1
4/26/2011 15:00,1
4/26/2011 16:00,1
4/26/2011 17:00,1
4/26/2011 18:00,1
4/26/2011 19:00,1.013138686
4/26/2011 20:00,12.94452555
4/26/2011 21:00,13.25109489
4/26/2011 22:00,13.25109489
4/26/2011 23:00,13.25109489
4/27/2011 0:00,13.25109489
4/27/2011 1:00,13.25109489
4/27/2011 2:00,13.25109489
4/27/2011 3:00,13.25109489
4/27/2011 4:00,12.94452555
4/27/2011 5:00,1.013138686
4/27/2011 6:00,1
4/27/2011 7:00,1
4/27/2011 8:00,1
4/27/2011 9:00,1
4/27/2011 10:00,1
4/27/2011 11:00,1
4/27/2011 12:00,1
4/27/2011 13:00,1
4/27/2011 14:00,1
4/27/2011 15:00,1
4/27/2011 16:00,1
4/27/2011 17:00,1
4/27/2011 18:00,1
4/27/2011 19:00,1.013138686
4/27/2011 20:00,12.94452555
4/27/2011 21:00,13.25109489
4/27/2011 22:00,13.25109489
4/27/2011 23:00,13.25109489
4/28/2011 0:00,13.25109489
4/28/2011 1:00,13.25109489
4/28/2011 2:00,13.25109489
4/28/2011 3:00,13.25109489
4/28/2011 4:00,12.94452555
4/28/2011 5:00,1.013138686
4/28/2011 6:00,1
4/28/2011 7:00,1
4/28/2011 8:00,1
4/28/2011 9:00,1
